id:ID,name,厂商,级别,能源类型,环保标准,上市时间,最大功率(kW),发动机,变速箱,车身结构,最高车速(km/h),工信部综合油耗(L/100km),整车质保
524,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.05,165.0,2.0T 224马力 L4,6挡手动,MPV,190,9.4,三年或6万公里
525,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
526,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
527,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
528,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手动,SUV,185,8.9,待查
529,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
530,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
531,基本参数,上汽大通,皮卡,汽油,国V,2017.11,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
532,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,124.0,1.5T 169马力 L4,7挡双离合,MPV,-,7.2,三年或6万公里
533,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
534,基本参数,,,,,,,,,,,,
535,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
536,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
537,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
538,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.05,165.0,2.0T 224马力 L4,6挡手动,MPV,190,9.4,三年或6万公里
539,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.11,165.0,2.0T 224马力 L4,8挡手自一体,MPV,200,-,三年或6万公里
540,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
541,基本参数,上汽大通,皮卡,柴油,国VI,2020.09,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
542,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
543,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.05,130.0,,,MPV,170,,三年或8万公里
544,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
545,基本参数,上汽大通,中型SUV,纯电动,,2020.05,130.0,,,SUV,170,,三年或8万公里
546,基本参数,,,,,,,,,,,,
547,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
548,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
549,基本参数,,,,,,,,,,,,
550,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡手动,皮卡,-,-,-
551,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
552,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
553,基本参数,,,,,,,,,,,,
554,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
555,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡手动,皮卡,-,-,-
556,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
557,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
558,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
559,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
560,基本参数,上汽大通,中大型SUV,柴油,国VI,2020.04,120.0,2.0T 163马力 L4,8挡手自一体,SUV,175,7.2,三年或10万公里
561,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
562,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,货车,150,-,-
563,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
564,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
565,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,货车,150,-,-
566,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
567,基本参数,,,,,,,,,,,,
568,基本参数,上汽大通,中型SUV,汽油,国VI,2020.04,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
569,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
570,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
571,基本参数,,,,,,,,,,,,
572,基本参数,,,,,,,,,,,,
573,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
574,基本参数,上汽大通,中型SUV,汽油,国VI,2020.04,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
575,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
576,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,120.0,1.3T 163马力 L3,6挡手动,SUV,-,7.5,三年或6万公里
577,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
578,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.05,130.0,,,MPV,170,,三年或8万公里
579,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
580,基本参数,,,,,,,,,,,,
581,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡手动,客车,-,-,-
582,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
583,基本参数,,,,,,,,,,,,
584,基本参数,,,,,,,,,,,,
585,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
586,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
587,基本参数,,,,,,,,,,,,
588,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
589,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
590,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
591,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
592,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
593,基本参数,上汽大通,中大型SUV,汽油,国V,2019.06,165.0,2.0T 224马力 L4,6挡手动,SUV,185,8.9,待查
594,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
595,基本参数,,,,,,,,,,,,
596,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
597,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手自一体,SUV,175,9.8,待查
598,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
599,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
600,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
601,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
602,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
603,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
604,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
605,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
606,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
607,基本参数,上汽大通,中大型SUV,汽油,国VI,2019.06,160.0,2.0T 218马力 L4,6挡手自一体,SUV,185,9.2,待查
608,基本参数,上汽大通,轻客,柴油,国V,2020.08,100.0,2.5T 136马力 L4,6挡手动,货车,160,-,-
609,基本参数,上汽大通,紧凑型MPV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,MPV,180,1.5,三年或8万公里
610,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,货车,-,-,-
611,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
612,基本参数,上汽大通,微面,纯电动,,2019.08,70.0,,,货车,90,,-
613,基本参数,上汽大通,中大型SUV,柴油,国VI,2020.04,160.0,2.0T 218马力 L4,8挡手自一体,SUV,180,8.2,三年或10万公里
614,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
615,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,货车,-,-,-
616,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
617,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,5挡手动,皮卡,-,-,-
618,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.11,120.0,2.0T 163马力 L4,8挡手自一体,MPV,190,-,三年或6万公里
619,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
620,基本参数,,,,,,,,,,,,
621,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
622,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
623,基本参数,,,,,,,,,,,,
624,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
625,基本参数,上汽大通,轻客,柴油,国V,2020.08,100.0,2.5T 136马力 L4,6挡AMT,货车,160,-,-
626,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,5挡手动,皮卡,-,-,-
627,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,MPV,190,7.6,三年或6万公里
628,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,8挡手自一体,MPV,190,7.8,三年或6万公里
629,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,120.0,1.3T 163马力 L3,6挡手动,MPV,-,7.5,三年或6万公里
630,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
631,基本参数,,,,,,,,,,,,
632,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
633,基本参数,上汽大通,皮卡,柴油,国VI,2020.09,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
634,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.05,130.0,,,MPV,170,,三年或8万公里
635,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手动,SUV,175,9.5,待查
636,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
637,基本参数,上汽大通,中大型SUV,汽油,国V,2017.1,165.0,2.0T 224马力 L4,6挡手自一体,SUV,185,8.9,待查
638,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.11,165.0,2.0T 224马力 L4,8挡手自一体,MPV,200,-,三年或6万公里
639,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
640,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.05,165.0,2.0T 224马力 L4,6挡手自一体,MPV,190,10,三年或6万公里
641,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,货车,-,-,-
642,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
643,基本参数,上汽大通,中大型SUV,汽油,国V,2019.06,165.0,2.0T 224马力 L4,6挡手自一体,SUV,175,9.8,待查
644,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
645,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,124.0,1.5T 169马力 L4,7挡双离合,MPV,-,7.2,三年或6万公里
646,基本参数,上汽大通,皮卡,汽油,国VI,2020.05,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
647,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
648,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
649,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.11,85.0,,,MPV,-,,三年或8万公里
650,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
651,基本参数,上汽大通,中大型MPV,纯电动,,2018.09,75.0,,,MPV,150,,三年或6万公里
652,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手自一体,SUV,175,9.8,待查
653,基本参数,上汽大通,中大型SUV,汽油,国V,2019.06,165.0,2.0T 224马力 L4,6挡手动,SUV,185,8.9,待查
654,基本参数,上汽大通,中大型SUV,汽油,国VI,2020.04,160.0,2.0T 218马力 L4,8挡手自一体,SUV,185,9.2,三年或10万公里
655,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
656,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
657,基本参数,,,,,,,,,,,,
658,基本参数,上汽大通,中大型MPV,氢燃料,-,2020.09,150.0,氢燃料 204马力,电动车单速变速箱,MPV,-,-,待查
659,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
660,基本参数,上汽大通,中型SUV,汽油,国VI,2020.04,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
661,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,155,-,两年或五万公里
662,基本参数,上汽大通,轻客,柴油,国V,2020.12,100.0,2.5T 136马力 L4,6挡手动,货车,160,-,-
663,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
664,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,货车,150,-,-
665,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
666,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
667,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
668,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
669,基本参数,上汽大通,皮卡,汽油,国V,2019.09,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
670,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
671,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
672,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
673,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
674,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
675,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
676,基本参数,,,,,,,,,,,,
677,基本参数,上汽大通,中型SUV,汽油,国VI,2019.07,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
678,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
679,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,货车,-,-,-
680,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
681,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,货车,-,-,-
682,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
683,基本参数,,,,,,,,,,,,
684,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
685,基本参数,上汽大通,皮卡,汽油,国V,2017.11,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
686,基本参数,上汽大通,皮卡,柴油,国VI,2020.09,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
687,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
688,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
689,基本参数,上汽大通,中大型SUV,汽油,国VI,2020.05,160.0,2.0T 218马力 L4,8挡手自一体,SUV,185,9.8,三年或10万公里
690,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
691,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
692,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,货车,150,-,-
693,基本参数,,,,,,,,,,,,
694,基本参数,上汽大通,中大型MPV,氢燃料,-,2020.09,150.0,氢燃料 204马力,电动车单速变速箱,MPV,-,-,待查
695,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
696,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
697,基本参数,上汽大通,中型SUV,纯电动,,2020.05,130.0,,,SUV,170,,三年或8万公里
698,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
699,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
700,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
701,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.11,165.0,2.0T 224马力 L4,8挡手自一体,MPV,200,-,三年或6万公里
702,基本参数,上汽大通,紧凑型MPV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,MPV,180,1.5,三年或8万公里
703,基本参数,上汽大通,轻客,纯电动,,2020.08,150.0,,,货车,100,,-
704,基本参数,,,,,,,,,,,,
705,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
706,基本参数,,,,,,,,,,,,
707,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,货车,-,-,-
708,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
709,基本参数,上汽大通,皮卡,汽油,国VI,2020.05,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
710,基本参数,上汽大通,中大型SUV,汽油,国VI,2020.04,160.0,2.0T 218马力 L4,8挡手自一体,SUV,185,9.8,三年或10万公里
711,基本参数,上汽大通,紧凑型MPV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,MPV,180,1.5,三年或8万公里
712,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
713,基本参数,上汽大通,轻客,柴油,国V,2020.12,100.0,2.5T 136马力 L4,6挡AMT,货车,160,-,-
714,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
715,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,124.0,1.5T 169马力 L4,7挡双离合,MPV,-,7.2,三年或6万公里
716,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
717,基本参数,上汽大通,中型SUV,汽油,国VI,2019.07,120.0,1.3T 163马力 L3,6挡手动,SUV,-,-,三年或6万公里
718,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,货车,-,-,-
719,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
720,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
721,基本参数,,,,,,,,,,,,
722,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
723,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
724,基本参数,上汽大通,轻客,柴油,国V,2020.12,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
725,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
726,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,155,-,两年或五万公里
727,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
728,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
729,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
730,基本参数,上汽大通,中大型MPV,纯电动,,2018.09,75.0,,,MPV,150,,三年或6万公里
731,基本参数,,,,,,,,,,,,
732,基本参数,,,,,,,,,,,,
733,基本参数,上汽大通,皮卡,柴油,国VI,2020.09,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
734,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
735,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
